timestamp,mmsi,ship_type,ship_type_name,vessel_name,lat,lon,sog,cog,nav_status,position_accuracy,true_heading,is_dead_reckoned,is_synthetic
2025-09-25 14:57:47,327463651,0,Unknown,SS Navigator 48,56.27349882290351,19.95581080538608,16.8,54.3,0,0,247,False,False
2025-09-25 15:00:48,327463651,0,Unknown,VLCC Star 3,56.281365489570184,19.79783747205275,24.0,41.5,0,0,247,False,False
2025-09-25 15:06:08,252494221,0,Unknown,SY Sun 4,55.740772793377175,21.14064644033245,6.4,108.7,0,0,234,False,False
2025-09-25 15:06:38,252494221,0,Unknown,MS Ocean 59,55.75418612671049,21.092459773665784,6.4,44.7,0,0,245,False,False
2025-09-25 15:07:38,252494221,0,Unknown,VLCC Enterprise 40,55.7737261267105,21.048539773665784,8.0,199.9,0,0,245,False,False
2025-09-25 15:22:18,327463651,0,Unknown,FV Trade 62,56.677825489570175,6.56919747205275,18.4,14.3,0,0,240,False,False
2025-09-25 15:27:48,327463651,0,Unknown,SS Navigator 35,56.76443215623686,6.328424138719413,11.2,59.1,0,0,248,False,False
2025-09-25 15:28:18,327463651,0,Unknown,SS Express 51,56.74429882290351,6.302664138719408,13.6,110.3,0,0,240,False,False
2025-09-25 15:35:47,327463651,0,Unknown,VLCC Horizon 47,56.854598822903505,6.029890805386074,5.6,99.1,0,0,247,False,False
2025-09-25 15:36:47,327463651,0,Unknown,MS Ocean 66,56.90152548957018,5.988744138719412,7.2,198.3,0,0,247,False,False
2025-09-25 15:37:47,327463651,0,Unknown,FV Challenger 31,56.88779215623685,5.913650805386084,13.6,57.5,0,0,247,False,False
2025-09-25 15:39:19,327463651,0,Unknown,SS Wave 10,56.92854048957019,5.857944138719418,24.0,6.3,0,0,240,False,False
2025-09-25 15:42:48,327463651,0,Unknown,ATB Adventure 24,57.036998822903506,5.765597472052747,5.6,220.7,0,0,248,False,False
2025-09-25 15:43:47,327463651,0,Unknown,VLCC Trade 11,57.030518822903524,5.700824138719412,13.6,19.1,0,0,247,False,False
2025-09-25 15:46:18,327463651,0,Unknown,MT Star 10,57.09147882290352,5.817730805386077,4.8,182.3,0,0,240,False,False
2025-09-25 15:49:18,327463651,0,Unknown,MT Wind 80,57.17422882290352,5.557544138719408,11.2,171.1,0,0,240,False,False
2025-09-25 15:49:47,327463651,0,Unknown,SY Sea 12,57.155908822903505,5.57695747205274,13.6,41.5,0,0,247,False,False
2025-09-25 15:51:19,327463651,0,Unknown,SY Wave 45,57.180918822903514,5.5941308053860865,37.6,73.5,0,0,240,False,False
2025-09-25 15:52:47,327463651,0,Unknown,MY Star 49,58.75283882290352,5.54437080538608,24.8,174.3,0,0,247,False,False
2025-09-25 15:58:50,327463651,0,Unknown,VLCC Explorer 75,58.91838548957019,5.349997472052749,7.2,156.7,0,0,248,False,False
2025-09-25 15:59:48,327463651,0,Unknown,SY Explorer 14,58.93662548957018,5.309330805386082,30.4,84.7,0,0,248,False,False
2025-09-25 16:00:48,327463651,0,Unknown,MT Voyager 90,58.96288548957019,5.235890805386077,20.0,187.1,0,0,248,False,False
2025-09-25 16:09:47,327463651,0,Unknown,MY Pioneer 88,57.43299882290352,4.835410805386076,36.8,68.7,0,0,247,False,False
2025-09-25 16:10:48,327463651,0,Unknown,MY Moon 49,57.45974548957019,4.785357472052752,32.8,107.1,0,0,248,False,False
2025-09-25 16:23:48,327463651,0,Unknown,RV Moon 2,57.83171882290352,4.243864138719417,50.4,201.5,0,0,248,False,False
2025-09-25 16:26:49,327463651,0,Unknown,SY Mariner 37,57.88081215623685,4.105037472052743,24.0,223.9,0,0,248,False,False
2025-09-25 16:36:47,327463651,0,Unknown,MS Navigator 73,58.3509188229035,3.8099708053860866,7.2,246.3,0,0,247,False,False
2025-09-25 16:45:48,327463651,0,Unknown,MS Seafarer 50,58.62336715623683,3.475090805386074,20.0,7.9,0,0,248,False,False
2025-09-25 16:49:33,252494221,0,Unknown,MY Seafarer 12,53.387142793377166,4.041366440332457,48.8,46.3,0,0,244,False,False
2025-09-25 16:53:02,252494221,0,Unknown,VLCC Challenger 34,53.37782779337718,3.8962731069991214,8.0,303.9,0,0,232,False,False
2025-09-25 16:58:32,252494221,0,Unknown,FV Mariner 58,53.075721126710505,3.5939531069991126,1.6,300.7,0,0,244,False,False
2025-09-25 17:00:32,252494221,0,Unknown,SY Enterprise 77,53.079001126710494,3.711499773665782,10.4,363.1,0,0,244,False,False
2025-09-25 17:02:02,252494221,0,Unknown,ATB Cargo 72,53.0323611267105,3.448646440332457,10.4,363.1,0,0,232,False,False
2025-09-25 17:04:02,252494221,0,Unknown,MT Wave 53,53.00185446004383,3.3326731069991133,10.4,363.1,0,0,232,False,False
2025-09-25 17:05:02,252494221,0,Unknown,MT Explorer 87,52.989401126710504,3.5082997736657866,10.4,363.1,0,0,232,False,False
2025-09-25 17:11:32,252494221,0,Unknown,MS Endeavour 70,52.88462779337718,3.039579773665782,10.4,363.1,0,0,243,False,False
2025-09-25 17:12:02,252494221,0,Unknown,MT Challenger 48,52.873427793377175,3.0188331069991143,10.4,363.1,0,0,232,False,False
2025-09-25 17:17:32,252494221,0,Unknown,MT Star 80,52.78780112671049,2.7898731069991136,10.4,363.1,0,0,243,False,False
2025-09-25 17:24:31,252494221,0,Unknown,ATB Voyager 58,52.6764411267105,2.4697397736657827,10.4,363.1,0,0,243,False,False
2025-09-25 18:26:33,327266841,0,Unknown,MY Adventure 53,55.73360696564723,21.096975426983587,0.8,195.3,0,0,4,False,False
2025-09-25 21:14:50,327259715,0,Unknown,ATB Pioneer 46,55.72233706654368,21.087276202163235,52.0,44.9,0,0,217,False,False
